Incident_ID,Opened_At,Closed_At,Opened_By,Assigned_To,Priority,Impact,Urgency,Category,Subcategory,Status,Resolution_Code,Resolved_By,Short_Description,Description,Updated_At
INC001784,2025-09-13 07:00:00,2025-09-14 20:00:00,user30,user335,High,Low,Low,Software,Application,Resolved,Solved Remotely,user597,Issue 1784 - Security related,"Detailed description of incident 1784, auto-generated for testing.",2025-09-15 17:00:00
INC001785,2025-09-13 08:00:00,2025-09-13 20:00:00,user137,user294,High,Medium,Medium,Security,Access,Resolved,Solved via On-Site,user537,Issue 1785 - Hardware related,"Detailed description of incident 1785, auto-generated for testing.",2025-09-15 22:00:00
INC001786,2025-09-13 09:00:00,2025-09-13 14:00:00,user15,user327,High,High,Low,Network,VPN,Closed,Solved via On-Site,user507,Issue 1786 - Database related,"Detailed description of incident 1786, auto-generated for testing.",2025-09-15 23:00:00
INC001787,2025-09-13 10:00:00,2025-09-14 09:00:00,user70,user258,Low,High,High,Database,Oracle,Resolved,Solved Remotely,user502,Issue 1787 - Security related,"Detailed description of incident 1787, auto-generated for testing.",2025-09-14 01:00:00
INC001788,2025-09-13 11:00:00,2025-09-16 03:00:00,user102,user336,Critical,High,Medium,Database,SQL Server,Resolved,Solved via On-Site,user592,Issue 1788 - Hardware related,"Detailed description of incident 1788, auto-generated for testing.",2025-09-14 22:00:00
INC001789,2025-09-13 12:00:00,,user176,user250,High,Low,High,Network,VPN,Open,,,Issue 1789 - Security related,"Detailed description of incident 1789, auto-generated for testing.",2025-09-13 17:00:00
INC001790,2025-09-13 13:00:00,,user126,user342,Medium,High,High,Network,VPN,In Progress,,,Issue 1790 - Software related,"Detailed description of incident 1790, auto-generated for testing.",2025-09-15 11:00:00
INC001791,2025-09-13 14:00:00,,user71,user384,Critical,Low,High,Database,MySQL,Open,,,Issue 1791 - Network related,"Detailed description of incident 1791, auto-generated for testing.",2025-09-16 00:00:00
INC001792,2025-09-13 15:00:00,2025-09-15 05:00:00,user27,user374,Critical,Low,High,Software,OS,Resolved,Solved Remotely,user403,Issue 1792 - Software related,"Detailed description of incident 1792, auto-generated for testing.",2025-09-16 03:00:00
INC001793,2025-09-13 16:00:00,,user61,user290,High,Medium,Medium,Network,LAN,In Progress,,,Issue 1793 - Hardware related,"Detailed description of incident 1793, auto-generated for testing.",2025-09-14 00:00:00
INC001794,2025-09-13 17:00:00,2025-09-15 08:00:00,user2,user290,Critical,Medium,Low,Security,Access,Resolved,Solved Remotely,user486,Issue 1794 - Security related,"Detailed description of incident 1794, auto-generated for testing.",2025-09-14 11:00:00
INC001795,2025-09-13 18:00:00,,user125,user275,Medium,Medium,Medium,Security,Phishing,Open,,,Issue 1795 - Hardware related,"Detailed description of incident 1795, auto-generated for testing.",2025-09-15 17:00:00
INC001796,2025-09-13 19:00:00,,user172,user288,Medium,High,Medium,Software,Application,Open,,,Issue 1796 - Database related,"Detailed description of incident 1796, auto-generated for testing.",2025-09-17 19:00:00
INC001797,2025-09-13 20:00:00,2025-09-15 09:00:00,user81,user221,Medium,Low,Low,Hardware,Printer,Resolved,Not Reproducible,user565,Issue 1797 - Software related,"Detailed description of incident 1797, auto-generated for testing.",2025-09-13 23:00:00
INC001798,2025-09-13 21:00:00,,user59,user267,Critical,High,High,Software,OS,Open,,,Issue 1798 - Database related,"Detailed description of incident 1798, auto-generated for testing.",2025-09-17 15:00:00
INC001799,2025-09-13 22:00:00,,user144,user362,Critical,Low,Low,Database,Oracle,Open,,,Issue 1799 - Hardware related,"Detailed description of incident 1799, auto-generated for testing.",2025-09-14 09:00:00
INC001800,2025-09-13 23:00:00,,user79,user394,High,High,High,Hardware,Printer,Open,,,Issue 1800 - Hardware related,"Detailed description of incident 1800, auto-generated for testing.",2025-09-15 22:00:00
INC001801,2025-09-14 00:00:00,2025-09-16 22:00:00,user198,user311,Critical,Low,Medium,Database,Oracle,Closed,Not Reproducible,user435,Issue 1801 - Network related,"Detailed description of incident 1801, auto-generated for testing.",2025-09-16 00:00:00
INC001802,2025-09-14 01:00:00,2025-09-16 18:00:00,user32,user211,Critical,Medium,Low,Security,Phishing,Resolved,Not Reproducible,user470,Issue 1802 - Hardware related,"Detailed description of incident 1802, auto-generated for testing.",2025-09-15 14:00:00
INC001803,2025-09-14 02:00:00,,user168,user355,High,Medium,Low,Network,LAN,In Progress,,,Issue 1803 - Hardware related,"Detailed description of incident 1803, auto-generated for testing.",2025-09-15 11:00:00
INC001804,2025-09-14 03:00:00,,user144,user361,Medium,High,High,Database,Oracle,Open,,,Issue 1804 - Security related,"Detailed description of incident 1804, auto-generated for testing.",2025-09-17 11:00:00
INC001805,2025-09-14 04:00:00,,user83,user221,High,Low,Low,Security,Phishing,In Progress,,,Issue 1805 - Software related,"Detailed description of incident 1805, auto-generated for testing.",2025-09-15 17:00:00
INC001806,2025-09-14 05:00:00,2025-09-15 06:00:00,user39,user350,Low,Medium,Medium,Software,Email,Resolved,Solved Remotely,user485,Issue 1806 - Database related,"Detailed description of incident 1806, auto-generated for testing.",2025-09-14 10:00:00
INC001807,2025-09-14 06:00:00,2025-09-15 03:00:00,user4,user260,Critical,Low,Low,Database,MySQL,Resolved,Not Reproducible,user566,Issue 1807 - Software related,"Detailed description of incident 1807, auto-generated for testing.",2025-09-17 16:00:00
INC001808,2025-09-14 07:00:00,,user169,user283,Critical,High,Low,Security,Malware,Open,,,Issue 1808 - Security related,"Detailed description of incident 1808, auto-generated for testing.",2025-09-17 15:00:00
INC001809,2025-09-14 08:00:00,,user19,user225,Low,Medium,Medium,Network,VPN,Open,,,Issue 1809 - Network related,"Detailed description of incident 1809, auto-generated for testing.",2025-09-18 01:00:00
INC001810,2025-09-14 09:00:00,,user57,user221,Low,High,High,Database,MySQL,Open,,,Issue 1810 - Security related,"Detailed description of incident 1810, auto-generated for testing.",2025-09-17 17:00:00
INC001811,2025-09-14 10:00:00,2025-09-15 19:00:00,user199,user323,Low,High,Low,Security,Malware,Resolved,Solved via On-Site,user404,Issue 1811 - Network related,"Detailed description of incident 1811, auto-generated for testing.",2025-09-17 07:00:00
INC001812,2025-09-14 11:00:00,2025-09-16 07:00:00,user99,user371,High,Low,High,Database,SQL Server,Resolved,Workaround Provided,user546,Issue 1812 - Software related,"Detailed description of incident 1812, auto-generated for testing.",2025-09-16 05:00:00
INC001813,2025-09-14 12:00:00,,user45,user278,Medium,High,Low,Network,VPN,Open,,,Issue 1813 - Network related,"Detailed description of incident 1813, auto-generated for testing.",2025-09-16 23:00:00
INC001814,2025-09-14 13:00:00,,user103,user289,High,High,Medium,Database,MySQL,Open,,,Issue 1814 - Database related,"Detailed description of incident 1814, auto-generated for testing.",2025-09-16 07:00:00
INC001815,2025-09-14 14:00:00,,user170,user292,Low,Low,High,Database,Oracle,Open,,,Issue 1815 - Security related,"Detailed description of incident 1815, auto-generated for testing.",2025-09-15 07:00:00
INC001816,2025-09-14 15:00:00,2025-09-15 16:00:00,user15,user281,High,Low,Low,Security,Malware,Closed,Solved via On-Site,user557,Issue 1816 - Security related,"Detailed description of incident 1816, auto-generated for testing.",2025-09-16 15:00:00
INC001817,2025-09-14 16:00:00,,user131,user394,Critical,High,High,Hardware,Desktop,Open,,,Issue 1817 - Software related,"Detailed description of incident 1817, auto-generated for testing.",2025-09-16 18:00:00
INC001818,2025-09-14 17:00:00,2025-09-16 21:00:00,user74,user376,High,Medium,Low,Database,MySQL,Resolved,Not Reproducible,user532,Issue 1818 - Database related,"Detailed description of incident 1818, auto-generated for testing.",2025-09-18 02:00:00
INC001819,2025-09-14 18:00:00,2025-09-16 12:00:00,user170,user257,Low,Medium,Medium,Hardware,Printer,Resolved,Solved Remotely,user503,Issue 1819 - Hardware related,"Detailed description of incident 1819, auto-generated for testing.",2025-09-15 22:00:00
INC001820,2025-09-14 19:00:00,,user103,user377,Critical,Low,Medium,Software,OS,In Progress,,,Issue 1820 - Software related,"Detailed description of incident 1820, auto-generated for testing.",2025-09-17 10:00:00
INC001821,2025-09-14 20:00:00,,user59,user317,Medium,High,Low,Database,Oracle,Open,,,Issue 1821 - Network related,"Detailed description of incident 1821, auto-generated for testing.",2025-09-16 06:00:00
INC001822,2025-09-14 21:00:00,,user147,user379,High,Medium,Low,Hardware,Desktop,Open,,,Issue 1822 - Database related,"Detailed description of incident 1822, auto-generated for testing.",2025-09-16 08:00:00
INC001823,2025-09-14 22:00:00,2025-09-15 11:00:00,user185,user209,High,Low,High,Software,OS,Resolved,Solved via On-Site,user436,Issue 1823 - Database related,"Detailed description of incident 1823, auto-generated for testing.",2025-09-18 22:00:00
INC001824,2025-09-14 23:00:00,2025-09-17 13:00:00,user122,user396,Low,Low,Low,Security,Phishing,Resolved,Workaround Provided,user464,Issue 1824 - Security related,"Detailed description of incident 1824, auto-generated for testing.",2025-09-17 22:00:00
INC001825,2025-09-15 00:00:00,2025-09-15 01:00:00,user169,user307,Medium,Low,High,Database,Oracle,Resolved,Workaround Provided,user499,Issue 1825 - Hardware related,"Detailed description of incident 1825, auto-generated for testing.",2025-09-16 11:00:00
INC001826,2025-09-15 01:00:00,,user94,user235,Critical,High,Low,Security,Malware,In Progress,,,Issue 1826 - Security related,"Detailed description of incident 1826, auto-generated for testing.",2025-09-16 23:00:00
INC001827,2025-09-15 02:00:00,,user99,user322,Low,Low,Medium,Software,Application,Open,,,Issue 1827 - Security related,"Detailed description of incident 1827, auto-generated for testing.",2025-09-16 22:00:00
INC001828,2025-09-15 03:00:00,2025-09-16 10:00:00,user17,user248,Low,Medium,High,Security,Access,Closed,Not Reproducible,user593,Issue 1828 - Hardware related,"Detailed description of incident 1828, auto-generated for testing.",2025-09-19 01:00:00
INC001829,2025-09-15 04:00:00,2025-09-16 15:00:00,user81,user340,High,High,High,Security,Phishing,Resolved,Workaround Provided,user478,Issue 1829 - Hardware related,"Detailed description of incident 1829, auto-generated for testing.",2025-09-17 00:00:00
INC001830,2025-09-15 05:00:00,,user188,user228,Medium,Medium,Medium,Network,LAN,Open,,,Issue 1830 - Hardware related,"Detailed description of incident 1830, auto-generated for testing.",2025-09-19 00:00:00
INC001831,2025-09-15 06:00:00,2025-09-15 08:00:00,user71,user307,Low,Medium,High,Software,Email,Closed,Workaround Provided,user568,Issue 1831 - Network related,"Detailed description of incident 1831, auto-generated for testing.",2025-09-18 20:00:00
INC001832,2025-09-15 07:00:00,2025-09-17 06:00:00,user122,user317,High,Medium,Medium,Security,Malware,Resolved,Solved via On-Site,user416,Issue 1832 - Security related,"Detailed description of incident 1832, auto-generated for testing.",2025-09-18 19:00:00
INC001833,2025-09-15 08:00:00,,user12,user252,Critical,High,Medium,Hardware,Printer,In Progress,,,Issue 1833 - Security related,"Detailed description of incident 1833, auto-generated for testing.",2025-09-17 21:00:00
INC001834,2025-09-15 09:00:00,2025-09-16 01:00:00,user93,user264,Low,Medium,Medium,Software,Application,Resolved,Not Reproducible,user479,Issue 1834 - Security related,"Detailed description of incident 1834, auto-generated for testing.",2025-09-17 11:00:00
INC001835,2025-09-15 10:00:00,2025-09-16 07:00:00,user82,user314,Critical,Low,Low,Network,VPN,Closed,Not Reproducible,user576,Issue 1835 - Hardware related,"Detailed description of incident 1835, auto-generated for testing.",2025-09-19 11:00:00
INC001836,2025-09-15 11:00:00,2025-09-18 04:00:00,user65,user265,Critical,Low,Medium,Database,SQL Server,Resolved,Workaround Provided,user577,Issue 1836 - Security related,"Detailed description of incident 1836, auto-generated for testing.",2025-09-19 02:00:00
INC001837,2025-09-15 12:00:00,,user146,user299,High,Medium,High,Security,Malware,Open,,,Issue 1837 - Software related,"Detailed description of incident 1837, auto-generated for testing.",2025-09-17 17:00:00
INC001838,2025-09-15 13:00:00,,user19,user225,Medium,Low,Low,Hardware,Laptop,In Progress,,,Issue 1838 - Network related,"Detailed description of incident 1838, auto-generated for testing.",2025-09-16 16:00:00
INC001839,2025-09-15 14:00:00,2025-09-16 06:00:00,user45,user236,Critical,High,Medium,Network,VPN,Closed,Workaround Provided,user495,Issue 1839 - Software related,"Detailed description of incident 1839, auto-generated for testing.",2025-09-16 21:00:00
INC001840,2025-09-15 15:00:00,,user161,user223,Low,High,Medium,Software,OS,Open,,,Issue 1840 - Software related,"Detailed description of incident 1840, auto-generated for testing.",2025-09-17 11:00:00
INC001841,2025-09-15 16:00:00,,user169,user371,Medium,Low,Medium,Security,Phishing,In Progress,,,Issue 1841 - Network related,"Detailed description of incident 1841, auto-generated for testing.",2025-09-19 09:00:00
INC001842,2025-09-15 17:00:00,,user18,user282,Medium,Low,High,Network,WAN,In Progress,,,Issue 1842 - Database related,"Detailed description of incident 1842, auto-generated for testing.",2025-09-17 04:00:00
INC001843,2025-09-15 18:00:00,,user95,user322,High,High,Low,Network,WAN,In Progress,,,Issue 1843 - Hardware related,"Detailed description of incident 1843, auto-generated for testing.",2025-09-16 18:00:00
INC001844,2025-09-15 19:00:00,2025-09-17 00:00:00,user23,user296,Low,Medium,Low,Hardware,Desktop,Resolved,Solved via On-Site,user435,Issue 1844 - Database related,"Detailed description of incident 1844, auto-generated for testing.",2025-09-15 20:00:00
INC001845,2025-09-15 20:00:00,2025-09-18 10:00:00,user110,user309,Low,High,Low,Database,SQL Server,Closed,Solved via On-Site,user517,Issue 1845 - Network related,"Detailed description of incident 1845, auto-generated for testing.",2025-09-19 15:00:00
INC001846,2025-09-15 21:00:00,,user185,user385,High,Medium,High,Database,MySQL,Open,,,Issue 1846 - Hardware related,"Detailed description of incident 1846, auto-generated for testing.",2025-09-17 16:00:00
INC001847,2025-09-15 22:00:00,,user69,user385,High,Low,Medium,Database,Oracle,Open,,,Issue 1847 - Software related,"Detailed description of incident 1847, auto-generated for testing.",2025-09-16 02:00:00
INC001848,2025-09-15 23:00:00,,user19,user396,Medium,Low,Low,Software,OS,Open,,,Issue 1848 - Database related,"Detailed description of incident 1848, auto-generated for testing.",2025-09-19 00:00:00
INC001849,2025-09-16 00:00:00,2025-09-18 00:00:00,user20,user392,Critical,Medium,Medium,Network,WAN,Closed,Not Reproducible,user580,Issue 1849 - Security related,"Detailed description of incident 1849, auto-generated for testing.",2025-09-17 20:00:00
INC001850,2025-09-16 01:00:00,2025-09-19 00:00:00,user145,user243,Critical,Medium,High,Software,Application,Resolved,Not Reproducible,user594,Issue 1850 - Security related,"Detailed description of incident 1850, auto-generated for testing.",2025-09-17 05:00:00
